smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53
O=C(O)CC1CCC(c2ccc(NC(=O)c3nnc(Nc4ccc(F)c(F)c4)o3)cc2)CC1,,,0.0,,,,,,,,
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,,,0.0,,,,,,,,
C1=CC2OC2c2c1cc1ccc3cccc4ccc2c1c34,1.0,,,,,,,,,,
CC(=O)Nc1cc(N=Nc2ccc(C)c(NC(C)=O)c2)ccc1C,0.0,,,,,,,,,,
CNC(=O)c1ccccc1,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CN(C)CCC=C1c2ccccc2CCc2sccc21,,1.0,,,,,,,,,
Cc1ncc(C=C2CC3C4CCC5N(C)C(=O)C=CC5(C)C4CCC3(C)C2O)cn1,,,0.0,,,,,,,,
N#Cc1cccc(C#N)c1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=CN(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1.0,,,,,,,,,,
CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(C2CC2)CC1,,,0.0,,,,,,,,
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c(F)cc1C,,,0.0,,,,,,,,
O=C(CS)Nc1ccccc1,,,,1.0,0.0,1.0,0.0,0.0,,,1.0
O=C(NCC1CCN(CCCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,1.0,,,,,,,,
O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC=CC=CCOC(=O)C(C)C,,0.0,,0.0,,0.0,0.0,1.0,,0.0,
Cn1cc2cc(-c3cnc(Nc4cnc(C#N)cn4)cc3NC[C@H]3CNCCO3)ccc2n1,,,0.0,,,,,,,,
CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,,1.0,,,,,,,,,
Cc1ccc2c(N3CCN(CCc4cccc(N5CCOC5=O)c4)CC3)cccc2n1,,,1.0,,,,,,,,
O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCC[C@@H]2CO)c1,,,1.0,,,,,,,,
CN(N=Nc1ccccc1)N=Nc1ccccc1,,1.0,,,,,,,,,
CC1CN(S(=O)(=O)CC23CCC(CC2=O)C3(C)C)CCN1c1ncc(C(F)(F)F)cc1F,,,0.0,,,,,,,,
O[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,,,0.0,,,,,,,,
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1nc(C(F)(F)F)c(Cl)s1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,1.0,,,,,,,,,
C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,,,0.0,,,,,,,,
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0
O[C@@H]1c2ccc(OCc3ccccc3-c3ccccc3)cc2CC[C@H]1CCN1CCC(c2ccccc2)CC1,,,1.0,,,,,,,,
N=C1NC(=N)c2cc3ccccc3cc21,,,,1.0,,,,1.0,1.0,1.0,1.0
Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,,,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
COC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(OC)c2)CC1,,,0.0,,,,,,,,
CC(=O)NNc1ccc(N)cc1,,1.0,,,,,,,,,
CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,,1.0,,,,,,,,
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CCS(C)(=O)=O)cnc2C(N)=O)c1,,,0.0,,,,,,,,
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,,,1.0,1.0,0.0,1.0,0.0,,0.0,,0.0
CC(C)(O)Cn1c(NC(=O)c2ccc(-c3cn[nH]c3)s2)nc2cc(CN3CCOCC3)ccc21,,,0.0,,,,,,,,
c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0
CC(=O)c1cc(Cc2ccc(N)c(C(C)=O)c2)ccc1N,1.0,,,,,,,,,,
CNC(C)Cc1ccc(Cl)cc1,,1.0,,,,,,,,,
O=C(Nc1cc2cc[nH]c(=O)c2cc1Cl)C(NC1CC1)c1ccccc1,,,0.0,,,,,,,,
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,,,,,0.0,0.0,0.0,,,0.0,0.0
COC(=O)c1nc(Cl)c(Cl)nc1N,,,,,,,,1.0,1.0,,
O=c1[nH]c2cc(Cl)ccc2o1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCOc1ccc(NO)cc1,1.0,,,,,,,,,,
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)c1ccc(C=O)c(O)c1,,0.0,,,,,,,,,
COc1c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,,,1.0,,,,,,,,
CCCCN(N=O)C(N)=O,1.0,1.0,,,,,,,,,
O=c1ccc2ccccc2o1,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCN1CCNC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,,1.0,,,,,,,,
Cc1noc(C)c1S(=O)(=O)NCCCN1CC2CN(CCCOc3ccc(C#N)cc3)CC(C1)O2,,,0.0,,,,,,,,
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O=C=NC1CCCCC1,0.0,,,,,1.0,0.0,0.0,0.0,,0.0
Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)c4)CC3)CC2)c1,,,1.0,,,,,,,,
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12,,,1.0,,,,,,,,
CCCC(=O)[O-],,,,0.0,0.0,0.0,0.0,,,0.0,0.0
CCOc1ccccc1N1CCN(CCCCc2ccc3c(c2)CCC(=O)N3)CC1,,1.0,,,,,,,,,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,,,,0.0,0.0,0.0,0.0,,,1.0,0.0
CC(C)=NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1,,1.0,,,,,,,,,
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0.0,,,,,,,,,,
COc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,1.0,,,,,,,,,,
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(N)(=O)=O)c2)CC1,,,0.0,,,,,,,,
COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,,,0.0,,,,,,,,
N#CCc1cccc(C(F)(F)F)c1,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)OC(=O)N1CC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)C1,,,0.0,,,,,,,,
c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,,1.0,,,,,,,,,
CCc1c(CNC2CCC(F)C2)nc(-c2ncccc2Cl)n1-c1ccc(C)nc1,,,0.0,,,,,,,,
CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C\C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP(=O)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,,1.0,,,,,,,,,
CCOC(=O)C1CCN(CCCCOc2ccc(S(=O)(=O)NC(=O)Nc3ccccc3)cc2)CC1,,,0.0,,,,,,,,
NC(=S)c1c(Cl)cccc1Cl,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCCCNC(=N)N,,,,0.0,0.0,1.0,1.0,,,0.0,0.0
S=C=S,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[n+]1c(CCc2ccc(-c3ccccc3)cc2)cccc1CCc1ccc(-c2ccccc2)cc1,,,1.0,,,,,,,,
C[n+]1c2ccccc2cc2c(N)cccc21,1.0,,,,,,,,,,
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,,,0.0,,,,,,,,
CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)cc3)nc2n1,,,0.0,,,,,,,,
O=S1(=O)CCN(c2ccccc2)CC1,,0.0,,,,,,,,,
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12,,,0.0,,,,,,,,
CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl,,,1.0,,,,,,,,
O=[N+]([O-])c1ccc(C=C=[N+]([O-])O)o1,1.0,,,,,,,,,,
COC(OC)c1ccccc1,,0.0,,,,,,,,,
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C(=O)OC,,,1.0,,,,,,,,
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,1.0,,,,,,,,,,
CCC(C)(O)CCC=C(C)C,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
CCCCN(CCC)N=O,1.0,,,,,,,,,,
CNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C,,0.0,,,,,,,,,
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,,,0.0,,,,,,,,
NS(=O)(=O)c1ccccc1OC(F)(F)F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CC2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,,,1.0,,,,,,,,
O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccccc1,1.0,,,,,,,,,,
[CH2-][N+](=O)[O-],0.0,,,,,,,,,,
CC(C)N1CCN(CCN2CCN(c3cccc(OC(F)(F)F)c3)C2=O)CC1,,,1.0,,,,,,,,
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,,0.0,,,,,,,,,
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc2ccccc2OC)CC1,,,1.0,,,,,,,,
Cc1noc(C)c1CN1CC2CN(CCS(=O)(=O)N(Cc3ccc(C#N)cc3)Cc3c(C)noc3C)CC(C1)O2,,,0.0,,,,,,,,
Cc1c(C)c(C)c2[nH]c(C(F)(F)F)nc2c1C,,1.0,,,,,,,,,
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,,,0.0,,,,,,,,
COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(C(=O)N4CCCC4)(c4ccccc4)CC3)C(C)(C)C2)cc1,,,0.0,,,,,,,,
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,,1.0,,,,,,,,,
OC1CCc2ccccc2C1,,0.0,,,,,,,,,
COc1ccc(C(=O)NC2(c3ccccc3)CCN(c3cc(N)ccn3)CC2)cc1Cl,,,1.0,,,,,,,,
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccncn2)C3=O)ccc2c1COC2=O,,,0.0,,,,,,,,
CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)CCO2.Cl,,,1.0,,,,,,,,
CCOP(=S)(CC)Oc1cc(Cl)ccc1Cl,,1.0,,,,,,,,,
CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,,1.0,,,,,,,,,
O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCCC1CCO,,,1.0,,,,,,,,
CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,,,,0.0,,,0.0,,,0.0,0.0
CCc1oc(CCc2cc(N3CCOCC3)cc(NC(C)C)n2)nc1C,,,1.0,,,,,,,,
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,0.0,,1.0,0.0,,,,0.0
Cc1n[nH]c(C)c1C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,,,1.0,,,,,,,,
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,,0.0,,,,,,,,,
O=C([O-])c1ccccc1O,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NC/C=C/C(=O)O,,,,,,,,0.0,0.0,,
COc1ccc(-c2cc(-c3ccc4c(c3)CN(C(C)C)C4=O)on2)cn1,,,0.0,,,,,,,,
CCN(C(=O)c1cc(Cl)nc(Cl)c1)C1CC1,,1.0,,,,,,,,,
CC(=O)N(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,,,1.0,,,,,,,,
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,0.0,0.0,,,,,,,,,
Nc1nc(Cl)cc(Cl)n1,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
COc1cc2ccc(=O)oc2cc1OC,,1.0,,,,,,,,,
CN(CCCOc1ccc([N+](=O)[O-])cc1)Cc1ccc([N+](=O)[O-])cc1,,,1.0,,,,,,,,
CCN1CCN(c2cc3[nH]c(SC4(C)CCC(c5nnc(C)o5)CC4)nc3cc2Cl)CC1,,,0.0,,,,,,,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0.0,,,,,,,,,,
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,,1.0,,,,,,,,,
CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCN(C(N)=NN=O)[N+](=O)[O-],1.0,,,,,,,,,,
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,0.0,,,,,,,,
CC1(C(=O)O)CC=CCC1,,0.0,,,,,,,,,
CC(C)CN1CCC(c2ccccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,1.0,,,,,,,,
O=[Si]=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,,,1.0,0.0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@H](c4ccccc4)S(=O)(=O)[O-])[C@@H]3SC2)cc1,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
CC(O)CNCC(C)O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brc1ccc(-c2ccccc2)cc1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1CN(CCC#N)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,,0.0,,,,,,,,
O=C/C=C/c1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(O)c1ccc2ccc3cccc4ccc1c2c34,1.0,,,,,,,,,,
Nc1nc2c(Cl)cccc2s1,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,,,0.0,,,,,,,,
CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(F)c2)CC1,,,0.0,,,,,,,,
CCCCCCCN1CCC(C(=O)c2ccccc2)CC1,,,1.0,,,,,,,,
CC(C)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1.O=C(O)/C=C\C(=O)O,,,0.0,,,,,,,,
Nc1ccc(C(=O)N2C[C@H]3C[C@@H](C2)C[NH+](Cc2ccccc2)C3)cc1,,,1.0,,,,,,,,
O=C(CNc1nccc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(O)(c3cncs3)CC2)C1,,,0.0,,,,,,,,
C[NH+]1[C@H]2CC[C@@H]1[C@@H](C(=O)[O-])[C@H](OC(=O)c1ccccc1)C2,,,0.0,,,,,,,,
O=C(/N=c1\sn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccc([N+](=O)[O-])cc12)c1cccc([N+](=O)[O-])c1,1.0,,,,,,,,,,
CCOP(=S)(OCC)SCn1nc(Cl)ccc1=O,,1.0,,,,,,,,,
O=C1OCCN1C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,,,0.0,,,,,,,,
Clc1ccc(-n2cc(NCCN3CCCCC3)nn2)c(Cl)c1,,,1.0,,,,,,,,
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,,,0.0,,,,,,,,
C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)N1CCN(C)CC1)C2=O,,,0.0,,,,,,,,
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,,1.0,,,,,,,,,
CC(=O)Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43,1.0,,,,,,,,,,
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0
CNN=Nc1ccc(Cl)cc1,,1.0,,,,,,,,,
Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,,,,,,1.0,,1.0,1.0,1.0,
CC(C)(C)Br,1.0,,,,,,,,,,
CCc1cc(=O)c2ccccc2o1,,0.0,,,,,,,,,
CCN(CC)c1cccc(O)c1,1.0,,,1.0,0.0,1.0,,,0.0,,0.0
CSc1cc(SC)c(N)c(C)c1N,1.0,,,,,,,,,,
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.0,,0.0,1.0,,1.0,1.0,1.0,0.0,,
CC(c1cccnc1)c1c(CCN(C)C)sc2ccccc12,,,1.0,,,,,,,,
COCCN1CCC[C@H](Cn2c(-c3cccnc3C)nc3cn(-c4cccc(OC)c4)nc3c2=O)C1,,,0.0,,,,,,,,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,0.0,,,,,,,,
ClNc1nc(NCl)nc(NCl)n1,0.0,,,,,,,,,,
COCCCn1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(Cn3ccnc3)c21,,,1.0,,,,,,,,
C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC1(C)CCN(c2cc(C(=O)O)ccn2)CC1,,,0.0,,,,,,,,
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCCCC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(OC)cc(C(=O)NCC2(C#N)CCN(Cc3ccccc3OC)CC2)c1,,,1.0,,,,,,,,
O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2n1CCS2,1.0,,,,,,,,,,
CCN1CCC(C(=O)NC2(C(=O)O)CCN(Cc3cccc(Oc4ccccc4Cl)c3)CC2)(c2ccccc2)CC1,,,0.0,,,,,,,,
Cc1cccc2c1N(C(=O)CSc1ccc(Cl)cn1)CCC2,,,1.0,,,,,,,,
COc1ncnc(Cn2cc(C(=O)NCCF)c3ncc(C)cc32)c1C,,,0.0,,,,,,,,
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,1.0,,,,,,,,,,
CC12C=CC3=C4CCC(=O)CC4=CCC3C1CCC2O,0.0,,,,,,,,,,
Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1,1.0,,,,,,,,,,
Cn1c(N)nc2cc(Cl)ccc21,1.0,,,,,,,,,,
Cc1nc2ccc(F)cc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)c1ccc([S@+](C)[O-])cc1)c1ccc(F)cc1,,,1.0,,,,,,,,
COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O,,1.0,,,,,,,,,
CC(NC1CCCc2c1[nH]c1ccc(Br)cc21)c1ccccc1,,,1.0,,,,,,,,
Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c(F)c1,,,1.0,,,,,,,,
CCCCN(N=O)c1ccc(N(CCCC)N=O)cc1,,0.0,,,,,,,,,
c1ccc(C(c2ccccc2)c2ccccc2)cc1,0.0,,,,,,,,,,
CN1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,,,0.0,,,,,,,,
O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)C1CC1)C2)NO,,,0.0,,,,,,,,
CCSC(=O)N(CC)C1CCCCC1,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,0.0,0.0,,0.0,,0.0,0.0,,0.0,1.0,0.0
CC1(C)C(=O)NC(=O)NC1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[NH+](CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,,,0.0,,,,,,,,
Nc1ccc(S(=O)(=O)O)c(N)c1,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,,,,0.0,0.0,,0.0,,,0.0,0.0
Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,,,,,,,,,0.0,,
CCCN=C(C(OC)c1ccccc1)N1CCCCCC1,,1.0,,,,,,,,,
COc1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,,,1.0,,,,,,,,
CCNc1nc(NC(C)C)nc(OC)n1,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
COC(=O)N(NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1,,,1.0,,,,,,,,
C1=Cc2c(cc3ccc4cccc5ccc2c3c45)CC1,1.0,,,,,,,,,,
NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCCN(c2ncnc3[nH]ccc23)C1,,,1.0,,,,,,,,
COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)N(C)C(=O)CO6)(CC3)CO4)c2n1,,,1.0,,,,,,,,
CCC1CCC(CCC(=O)O)C1,,,,,0.0,1.0,,,0.0,0.0,0.0
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,,,0.0,,,,,,,,
COC(=O)c1cnc(Nc2cnc(C#N)c(O[C@@H]3CCNC3)n2)cc1N(C)C,,,0.0,,,,,,,,
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,,1.0,,,,,,,,,
CCOP(=S)(OCC)SCC(=O)NC(C)C,,1.0,,,,,,,,,
[O-][S+]1CCC(C2NC(c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)CC1,,,1.0,,,,,,,,
O=C(CCl)OCC1CC2C=CC1C2,,1.0,,,,,,,,,
O=C1CCc2c1cc(C(F)(F)F)c1c2ccc2ccccc21,1.0,,,,,,,,,,
O=C(O)CCc1ccc2cc(Cc3ccccc3)cc(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)c2n1,,,1.0,,,,,,,,
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0.0,1.0,,0.0,,,0.0,,,1.0,
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,,0.0,,,,,0.0,0.0,0.0,,0.0
CCCCOC(=O)CCC,0.0,,,,,,,,,,
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN(Cc2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCOc3cccc(Cl)c3)c2)CC1,,,1.0,,,,,,,,
O=C/C(Cl)=C(/Cl)C(=O)O,,,,0.0,,0.0,0.0,1.0,,,1.0
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,,0.0,0.0,1.0,1.0,,,,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1.0,,,1.0,,,0.0,,,1.0,1.0
CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,,,0.0,,,,,,,,
COC1COCCC1NC1CCC(C(=O)N2CCN(c3cc(C(F)(F)F)ncn3)CC2)(C(C)C)C1,,,0.0,,,,,,,,
Cc1ccc(N=Nc2ccc(C)c(N)c2)cc1N,1.0,,,,,,,,,,
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN(c2cc(C(F)(F)F)cc(COCC3(c4ccccc4)CCNCC3)n2)CC1,,,0.0,,,,,,,,
CCCC[NH+](CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,,,1.0,,,,,,,,
C=CCNC(=S)Nc1ccccc1,,0.0,,,,,,,,,
O=C([O-])c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
