smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,TC_TOX21_Aromatase_Inhibition,TC_TOX21_AhR_LUC_Agonist,TC_ATG_Ahr_CIS_up,TC_ATG_Ahr_CIS_dn
CC1CN(C(=O)c2ccc(-c3ccccc3F)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,,,0.0,,,,,,,,,,,,,,,
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccccc12,,,0.0,,,,,,,,,,,,,,,
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccnc12,,,0.0,,,,,,,,,,,,,,,
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccncc12,,,0.0,,,,,,,,,,,,,,,
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cnccc12,,,0.0,,,,,,,,,,,,,,,
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12,,,0.0,,,,,,,,,,,,,,,
CC1CN(C(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)CC(C)O1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CC1CN(C(NC(=O)C(C)(C)C)C(Cl)(Cl)Cl)CC(C)O1,,,,,,,,,,,,,0.0,0.0,,,,
CC1CN(C2CCCCCCCCCCC2)CC(C)O1,,0.0,,,,,,,,,,,,,,,,
CC1CN(C2CCN(C(=O)c3cccc(Cl)c3)CC2)CC(C)O1,,,,,,,,,,,,0.0,,0.0,,,,
CC1CN(CC#N)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,,0.0,,,,,,,,,,,,,,,
CC1CN(CC(=O)NC2C3CC4CC2CC(C(N)=O)(C4)C3)S(=O)(=O)N(c2c(Cl)cc(Cl)cc2Cl)C1,,,0.0,,,,,,,,,,,,,,,
CC1CN(CC(=O)N[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)S(=O)(=O)N(c2c(Cl)cc(Cl)cc2Cl)C1,,,0.0,,,,,,,,,,,,,,,
CC1CN(CC(F)F)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,,0.0,,,,,,,,,,,,,,,
CC1CN(CC2(C(N)=O)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,,,0.0,,,,,,,,,,,,,,,
CC1CN(CC2(C(N)=O)CCC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,,,0.0,,,,,,,,,,,,,,,
CC1CN(CC2(c3ccc(C(N)=O)cc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,,,1.0,,,,,,,,,,,,,,,
CC1CN(CC2(c3ccncc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,,,1.0,,,,,,,,,,,,,,,
CC1CN(CCC#N)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,,0.0,,,,,,,,,,,,,,,
CC1CN(CCCCCCCCNC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)CC(C)O1,,1.0,,,,,,,,,,,,,,,,
CC1CN(CCO)CC1C,,0.0,,,,,,,,,,,,,,,,
CC1CN(CCO)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,,1.0,,,,,,,,,,,,,,,
CC1CN(CCc2ccc([N+](=O)[O-])cc2)CCN1CCc1ccc([N+](=O)[O-])cc1,,,1.0,,,,,,,,,,,,,,,
CC1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)cc4)CC3)cc2)CC(C)N1,,,0.0,,,,,,,,,,,,,,,
CC1CN(Cc2ccc(-n3ccnc3C(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CC(C)N1,,,0.0,,,,,,,,,,,,,,,
CC1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,,,0.0,,,,,,,,,,,,,,,
CC1CN(Cc2nc(Nc3ccc(C(F)(F)F)cc3)c3ccc(-c4ncccc4C(F)(F)F)cc3n2)CC(C)O1,,,1.0,,,,,,,,,,,,,,,
CC1CN(N=O)C(=O)NC1=O,1.0,,,,,,,,,,,,,,,,,
CC1CN(N=O)C(C)CN1N=O,1.0,,,,,,,,,,,,,,,,,
CC1CN(N=O)CC(C)N1C(=O)c1ccccc1,0.0,,,,,,,,,,,,,,,,,
CC1CN(N=O)CC(C)N1N=O,1.0,,,,,,,,,,,,,,,,,
CC1CN(N=O)CC(C)O1,1.0,,,,,,,,,,,,,,,,,
CC1CN(N=O)CCN1N=O,1.0,,,,,,,,,,,,,,,,,
CC1CN(S(=O)(=O)CC23CCC(CC2=O)C3(C)C)CCN1c1ncc(C(F)(F)F)cc1F,,,0.0,,,,,,,,,,,,,,,
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,,,0.0,,,,,,,,,,,,,,,
CC1CN(c2ccccc2)NC1=O,,,,1.0,,1.0,0.0,,0.0,0.0,0.0,,,,0.0,1.0,,
CC1CN(c2nc(-c3ccc(Cl)cc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC(C)O1,,,1.0,,,,,,,,,,,,,,,
CC1CN/C(=C\C(=O)c2ccccc2)C(=O)N1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CC1CN1,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,,0.0,,,,,,,,,,,,,,,,
CC1CN1P(=O)(N1CC1C)N1CC1C,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CC1CN=C(Nc2cccc3ccccc23)S1,,,,,,,,,,,,,1.0,,,,,
CC1CNC(=O)N1c1ncc([N+](=O)[O-])s1,1.0,,,,,,,,,,,,,,,,,
CC1CNC(C)CN1,,0.0,,,,,,,,,,,,,,,,
CC1CNCC(C)N1c1nc2c(C(=O)NC3CC4CCCC(C3)N4C)cccc2o1,,,1.0,,,,,,,,,,,,,,,
CC1CNCC(C)O1,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0
CC1CNCCN1,,0.0,,,,,,,,,,,,,,,,
CC1CNCCN1c1cc(=O)n(C)c(COc2ccccc2C(F)(F)F)n1,,,0.0,,,,,,,,,,,,,,,
CC1CNCCN1c1ccc(=O)n(CCOc2ccccc2C(F)(F)F)n1,,,1.0,,,,,,,,,,,,,,,
CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,,,0.0,,,,,,,,,,,,,,,
CC1CO1,1.0,0.0,,,,,,,,,,,,,,,,
CC1COC(=O)O1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CC1COC(C(Cl)(Cl)Cl)O1,,1.0,,,,,,,,,,,,,,,,
CC1COC(C(Cl)CCl)O1,,0.0,,,,,,,,,,,,,,,,
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,,0.0,,0.0,,,,1.0,0.0,,,,,,1.0,0.0,0.0,0.0
CC1COC(c2ccccc2)O1,,0.0,,,,,,,,,,,,,,,,
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,,0.0,,,,,,,0.0,,,,,,,,,
CC1COCC(C)N1S(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,,,1.0,,,,,,,,,,,,,,,
CC1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,,,0.0,,,,,,,,,,,,,,,
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0.0,,,,,,,,,,,,,,,,,
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,,,,,,,,,,,,,,,,,
CC1COc2c(N3CCC(C(N)CC#N)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,,0.0,,,,,,,,,,,,,,,
CC1COc2c(N3CCN(C)CC3)c(F)c(C(=O)O)c3c(=O)ccn1c23,1.0,,,,,,,,,,,,,,,,,
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC1COc2c(N3CC[N+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,,,0.0,,,,,,,,,,,,,,,
CC1COc2cc(CNC34CCC(CC5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)ncc2O1,,,0.0,,,,,,,,,,,,,,,
CC1COc2cc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)ncc2O1,,,0.0,,,,,,,,,,,,,,,
CC1COc2ccccc2N1,,,,1.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,1.0,,
CC1COc2ccccc2N1C(=O)C(Cl)Cl,,,,1.0,,0.0,,1.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,0.0
CC1COc2cnc(CNC34CCC(CC5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2O1,,,0.0,,,,,,,,,,,,,,,
CC1COc2cnc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2O1,,,0.0,,,,,,,,,,,,,,,
CC1COn2c1nc1ccccc1c2=O,,0.0,,,,,,,,,,,,,,,,
CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,1.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
CC1CS1,0.0,0.0,,,,,,,,,,,,,,,,
CC1CSC(c2ccccc2OC(=O)N(C)C)S1,,1.0,,,,,,,,,,,,,,,,
CC1CSc2nc3sc4c(c3c(=O)n21)CCCC4,,,,,,,,,,,,1.0,0.0,1.0,,,,
CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0.0,1.0,,,,,,,,,,,,,,,,
CC1Cc2c([nH]c3cc(Cl)c(F)cc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,,,0.0,,,,,,,,,,,,,,,
CC1Cc2c([nH]c3cc(Cl)ccc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,,,0.0,,,,,,,,,,,,,,,
CC1Cc2c([nH]c3cc(F)c(F)cc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,,,0.0,,,,,,,,,,,,,,,
CC1Cc2c([nH]c3ccc(F)cc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,,,0.0,,,,,,,,,,,,,,,
CC1Cc2c([nH]c3ccccc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,,,0.0,,,,,,,,,,,,,,,
CC1Cc2cc(/C(O)=C3/C(=O)C(=O)N(CCN4CCOCC4)C3c3cccc(Cl)c3)ccc2O1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CC1Cc2cc(C(=O)CCc3ccccc3)ccc2O1,,0.0,,,,,,,,,,,,,,,,
CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3,,1.0,,,,,,,,,,,,,,,,
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0.0,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1C(=O)C1CCCCN1S(=O)(=O)c1ccccc1,,,,,,,,,,,,,0.0,1.0,,,,
CC1Cc2ccccc2N1C(=O)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,,,,,,,,,,,,1.0,0.0,1.0,,,,
CC1Cc2ccccc2N1C(=O)CCN1C(=O)C2C3C=CC(C3)C2C1=O,,,,,,,,,,,,,0.0,1.0,,,,
CC1Cc2ccccc2N1C(=O)CN1C(=O)COc2ccccc21,,,,,,,,,,,,1.0,,0.0,,,,
CC1Cc2ccccc2N1C(=O)CSCC(=O)O,,,,,,,,,,,,0.0,,0.0,,,,
CC1Cc2ccccc2N1C(=O)CSc1nnnn1C(C)C,,,,,,,,,,,,,0.0,,,,,
CC1Cc2ccccc2N1C(=O)Cn1c(=O)cc(O)c2ccccc21,,,,,,,,,,,,1.0,,1.0,,,,
CC1Cc2ccccc2N1C(=O)Cn1cc([N+](=O)[O-])cn1,,,,,,,,,,,,,0.0,0.0,,,,
CC1Cc2ccccc2N1C(=O)c1cc2c(=O)n3ccccc3nc2n1C,,,,,,,,,,,,,0.0,0.0,,,,
CC1Cc2ccccc2N1Cc1nc2cc(C(F)(F)F)ccc2c(=O)[nH]1,,,,,,,,,,,,1.0,0.0,,,,,
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC1N(P(=O)(c2ccccc2)c2ccccc2)CC(O)(c2ccccc2)CC12CC2,,,,,,,,,,,,,0.0,,,,,
CC1N=C(N)CC1c1ccccc1,,1.0,,,,,,,,,,,,,,,,
CC1N=C(c2ccc(=O)n(C(F)F)c2)NC1(c1ccc(F)cc1)c1ccc(F)nc1,,,0.0,,,,,,,,,,,,,,,
CC1N=CN=C1CN1CCc2c(c3ccccc3n2C)C1=O,,,1.0,,,,,,,,,,,,,,,
CC1NC(=O)c2cc(N)ccc2O1,,0.0,,,,,,,,,,,,,,,,
CC1NC(=O)c2ccccc2O1,,0.0,,,,,,,,,,,,,,,,
CC1NC(=S)NC1=O,,0.0,,,,,,,,,,,,,,,,
CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,0.0,,,,,,,,,,,,,,,,,
CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1,,0.0,,,,,,,,,,,,,,,,
CC1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1,,,1.0,,,,,,,,,,,,,,,
CC1NC(c2cnccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1,,,0.0,,,,,,,,,,,,,,,
CC1NCCOC1c1ccccc1,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
CC1NCCOC1c1ccccc1.Cl,,,,,,,,,,,,,,,0.0,0.0,,
CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,,1.0,,,,,,,,,,,,,,,,
CC1OC(=O)C(C)OC1=O,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CC1OC(C)OC(C)O1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CC1OC(C)OC(C)OC(C)O1,,1.0,,,,,,,,,,,,,,,,
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,,1.0,,,,,,,,,,,,,,,,
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,,0.0,,,,,,,,,,,,,,,,
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,,0.0,,,,,,,,,,,,,,,,
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,,1.0,,,,,,,,,,,,,,,,
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,,1.0,,,,,,,,,,,,,,,,
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,,1.0,,,,,,,,,,,,,,,,
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,,1.0,,,,,,,,,,,,,,,,
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C2OC(C)(C)OC2C1O,,1.0,,,,,,,,,,,,,,,,
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,1.0,,,,,,,,,,,,,,,,,
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0.0,,,,,,,,,,,,,,,,,
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,,0.0,,,,,,,,,,,,,,,,
CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,,0.0,,,,,,,,,,,,,,,,
CC1OC1(C)C,,0.0,,,,,,,,,,,,,,,,
CC1OC1C,1.0,,,,,,,,,,,,,,,,,
CC1OC1C1CCC2(C)OC2C1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CC1OCC(=O)C(=O)C1O,1.0,,,,,,,,,,,,,,,,,
CC1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,1.0,,,,,,,,,,,,,,,,
CC1OCCC1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC1OCCO1,,0.0,,,,,,,,,,,,,,,,
CC1OCCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0.0,,,,,,,,,,,,,,,,,
CC1OCN=C(c2ccccc2)S1,,0.0,,,,,,,,,,,,,,,,
CC1OP(=S)(Cl)OC2CCCCC12,,1.0,,,,,,,,,,,,,,,,
CC1Oc2ccccc2CC1N(C)C,,0.0,,,,,,,,,,,,,,,,
CC1SC(N)=N[C@@]2(c3ccc(F)cc3F)COC(c3cnn(C)c3)C[C@@H]12,,,1.0,,,,,,,,,,,,,,,
CC1SCC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(N)=O)NC1=O,0.0,,,,,,,,,,,,,,,,,
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,,,0.0,,,,,0.0,0.0,,,,,,,,,
CC1Sc2ccccc2OC1c1ccc(OCCCN2CCCC2)cc1,,,1.0,,,,,,,,,,,,,,,
CC1c2cc(F)ccc2-c2ccc(F)cc21,1.0,,,,,,,,,,,,,,,,,
CC1c2ccccc2-c2ccc(F)cc21,1.0,,,,,,,,,,,,,,,,,
CC1c2ccccc2-c2ccccc21,1.0,,,,,,,,,,,,,,,,,
CC1c2ccccc2N(C)C2=Nc3ccccc3C21,1.0,,,,,,,,,,,,,,,,,
CC=C(C(=O)NC(N)=O)C(C)C,,0.0,,,,,,,,,,,,,,,,
CC=C(C)C(=O)N1CCCc2cc(C)ccc21,,0.0,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,,1.0,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,1.0,1.0,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC=C(C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,,,0.0,,,,,,,,,,,,,,,
CC=C(C)C(C)=O,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
CC=C(C)C=CC=C(C)C,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,1.0,,,,,,,,,,,,,,,,,
CC=C(C=O)CC,,0.0,,,,,,,,,,,,,,,,
CC=C(CC)C(=O)NC(N)=O,,0.0,,0.0,0.0,1.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
CC=C(Cl)Cl,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,,1.0,,,,,,,,,,,,,,,,
CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,,1.0,,,,,,,,,,,,,,,,
CC=C1CC(C)C(C)(O)C(=O)OCC2CCN3CCC(OC1=O)C23,,0.0,,,,,,,,,,,,,,,,
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,,1.0,,,,,,,,,,,,,,,,
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,0.0,1.0,,,,,,,,,,,,,,,,
CC=C1CC2C3CCC4N(C)C(=O)C=CC4(C)C3CCC2(C)C1O,,,1.0,,,,,,,,,,,,,,,
CC=C1CC2C=CC1C2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0
CC=C1N(C)C(C)CC1(c1ccccc1)c1ccccc1,,,0.0,,,,,,,,,,,,,,,
CC=C1NC(=O)[C@H]2CSSCCC=C[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,,,0.0,,,,,,,,,,,,,,,
CC=CC#N,,0.0,,,,,,,,,,,,,,,,
CC=CC(=O)C1=C(C)C=CCC1(C)C,,,,,,,,,,,,,,,,,0.0,0.0
CC=CC(=O)C1=C(C)CCCC1(C)C,,0.0,,,,,,,,,,,,,,,,
CC=CC(=O)CC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC=CC(=O)CCCC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC=CC(=O)N(CC)c1ccccc1C,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC=CC(=O)O,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CC=CC(=O)OC(=O)C=CC,,0.0,,,,,,,,,,,,,,,,
CC=CC(=O)OC(C=CC)OC(=O)C=CC,,0.0,,,,,,,,,,,,,,,,
CC=CC(=O)OC1CC2OC3=CC(C)C(=O)CC3(C)C1(C)C21CO1,0.0,,,,,,,,,,,,,,,,,
CC=CC(=O)OCC,,0.0,,,,,,,,,,,,,,,,
CC=CC(=O)OCC(C)C,,,,,,,,,,,,,,,,,0.0,0.0
CC=CC(C)=O,,0.0,,,,,,,,,,,,,,,,
CC=CC(C)C1(CC)C(=O)NC(=O)NC1=O,,1.0,,,,,,,,,,,,,,,,
CC=CC(C)OC,,0.0,,,,,,,,,,,,,,,,
CC=CC(N)=O,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC#N,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC(=O)NO,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC(=O)O,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC(=O)OCC1CO1,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC(C)=O,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC=CC(C)=O,,0.0,,,,,,,,,,,,,,,,
CC=CC=CC=O,,1.0,,,,,,,,,,,,,,,,
CC=CC=CCO,,0.0,,,,,,,,,,,,,,,,
CC=CC=CCOC(=O)C(C)C,,0.0,,0.0,,0.0,0.0,1.0,,0.0,,,,,1.0,0.0,0.0,0.0
CC=CC=CCOC(C)=O,,0.0,,,,,,,,,,,,,,,,
CC=CC=CCOCCC#N,,0.0,,,,,,,,,,,,,,,,
CC=CC=CCOCCO,,0.0,,,,,,,,,,,,,,,,
CC=CC=NNC(=O)c1ccncc1,,,,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,1.0,,
CC=CC=O,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,
CC=CCC#N,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,
CC=CCC(C(=O)O)c1ccc(-c2ccccc2)cc1,,0.0,,,,,,,,,,,,,,,,
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,,1.0,,,,,,,,,,,,,,,,
CC=CCC=O,1.0,,,,,,,,,,,,,,,,,
CC=CCCCCCCCC(=O)OC,,0.0,,,,,,,,,,,,,,,,
CC=CCO,,0.0,,,,,,,,,,,,,,,0.0,0.0
CC=CCOC(CC)OCC=CC,,0.0,,,,,,,,,,,,,,,,
CC=CCOC=CC,,0.0,,,,,,,,,,,,,,,,
CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,,0.0,,,,,,,,,,,,,,,,
CC=CCl,,0.0,,,,,,,,,,,,,,,,
CC=COCC,,0.0,,,,,,,,,,,,,,,,
CC=Cc1ccc(O)c(OC)c1,,0.0,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,1.0
CC=Cc1ccc(OC(=O)NC)c(OC)c1,,1.0,,,,,,,,,,,,,,,,
CC=Cc1ccc(OC(C)=O)c(OC)c1,,0.0,,,,,,,,,,,,,,,,
CC=Cc1ccc(OC)c(OC)c1,,0.0,,,,,,,,,,,,,,,0.0,0.0
CC=Cc1ccc(OC)cc1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CC=Cc1ccc(OCC)c(O)c1,,0.0,,,,,,,,,,,,,,,0.0,1.0
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,,0.0,,,,,,,,,,,,,,,,
CC=Cc1ccc(OP(=S)(OC)OC)c(OC)c1,,1.0,,,,,,,,,,,,,,,,
CC=Cc1ccc2c(c1)OCO2,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
